,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
235,2022-06-16,1,4500,450,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1077,2022-06-07,3,67000,1050,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,3,Contact Agent
1984,2022-07-05,1,12000,400,3 out of 3,Carpet Area,"Pai Layout-Hulimavu, Hulimavu",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3962,2022-07-08,3,65000,1850,5 out of 5,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3,Contact Owner
770,2022-06-23,2,110000,1150,11 out of 26,Carpet Area,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2165,2022-06-16,3,24000,1430,2 out of 3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
673,2022-05-18,3,160000,1050,9 out of 10,Carpet Area,Khar,Mumbai,Furnished,Bachelors,3,Contact Agent
249,2022-06-27,3,3200,800,1 out of 3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
1574,2022-07-04,2,8500,600,1 out of 3,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
3419,2022-05-20,3,15000,1402,2 out of 4,Carpet Area,Polacheri,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2081,2022-05-24,2,11000,600,1 out of 3,Carpet Area,Battarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1823,2022-06-04,1,7500,600,3 out of 4,Super Area,"Mallathahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
716,2022-05-29,1,16000,410,Ground out of 4,Carpet Area,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner
4435,2022-07-02,2,14000,800,1 out of 4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2048,2022-05-31,4,250000,5700,24 out of 25,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2724,2022-05-05,2,14000,750,4 out of 6,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
4683,2022-06-02,2,19000,1124,1 out of 5,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
1460,2022-06-16,3,140000,1450,18 out of 33,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,Family,3,Contact Agent
1668,2022-05-19,2,20000,1100,2 out of 2,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2756,2022-05-10,3,30000,2000,Ground out of 2,Super Area,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2000,2022-05-19,3,15000,800,Ground out of 3,Super Area,Kithiganur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
404,2022-05-13,1,5000,300,Ground out of 1,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent
384,2022-06-23,2,10000,900,Ground out of 2,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner
4269,2022-07-08,2,11500,1000,2 out of 3,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2152,2022-07-02,2,18000,1050,1 out of 3,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1633,2022-05-27,2,15000,1000,2 out of 3,Super Area,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
4358,2022-06-10,2,15500,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3925,2022-06-25,1,9000,450,1 out of 4,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4158,2022-05-06,3,18000,1600,2 out of 5,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
223,2022-06-22,2,25000,1000,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2193,2022-07-03,3,28000,1800,18 out of 19,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
3136,2022-06-22,2,18000,750,1 out of 3,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1824,2022-07-07,3,55000,2150,3 out of 6,Super Area,Basavanagudi,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
4371,2022-06-14,2,13000,1000,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
797,2022-07-07,1,35000,463,5 out of 7,Carpet Area,Rambaug,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2871,2022-06-12,1,14000,100,3 out of 3,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1,Contact Agent
9,2022-06-20,2,10000,1000,1 out of 3,Carpet Area,Natunhat,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1944,2022-05-24,1,8000,400,2 out of 3,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1838,2022-05-10,2,12500,650,3 out of 4,Super Area,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
255,2022-06-03,2,8000,600,Ground out of 2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
4285,2022-05-23,2,19000,1000,1 out of 3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
1581,2022-06-24,3,21000,1000,1 out of 2,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2956,2022-05-30,2,12000,950,2 out of 2,Super Area,Uttam Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
924,2022-07-09,3,62000,1100,15 out of 22,Carpet Area,"Lake Homes, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent
4210,2022-05-29,2,10000,1200,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2508,2022-06-17,1,12500,200,3 out of 3,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
3775,2022-05-01,2,11500,700,Ground out of 2,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4136,2022-05-06,2,10000,927,3 out of 5,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2779,2022-06-17,2,20200,84,2 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
539,2022-05-13,2,33500,700,4 out of 7,Carpet Area,"Yogi Hills, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2745,2022-07-01,2,8500,60,2 out of 4,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
4275,2022-05-15,2,15000,1550,Ground out of 13,Super Area,"LB Nagar, NH 9",Hyderabad,Furnished,Family,2,Contact Owner
4344,2022-07-02,3,30000,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
1145,2022-05-19,1,40000,508,16 out of 18,Carpet Area,"Kanakia Sevens, Marol Maroshi Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
667,2022-06-09,3,55000,1350,11 out of 28,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
3019,2022-05-15,3,20000,1700,Ground out of 1,Carpet Area,Thirumazhisai,Chennai,Furnished,Bachelors/Family,6,Contact Owner
357,2022-04-25,2,13000,1000,1 out of 2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2831,2022-06-23,2,17000,750,1 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2783,2022-05-14,2,13000,720,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
1353,2022-05-17,3,78000,1073,8 out of 20,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
470,2022-06-14,2,9500,850,Ground out of 3,Super Area,Baguiati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2703,2022-07-07,1,13500,520,Ground out of 4,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
3330,2022-06-14,3,20000,1600,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
3637,2022-07-08,2,10000,700,Ground out of 3,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1396,2022-04-29,1,26000,649,3 out of 3,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
3584,2022-06-02,6,60000,1800,1 out of 3,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,6,Contact Owner
4264,2022-06-23,3,17000,1800,Ground out of 1,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
3376,2022-05-23,1,6000,300,2 out of 2,Super Area,Arumbakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1256,2022-07-09,2,63000,888,12 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3512,2022-05-06,2,17000,1000,2 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1250,2022-06-28,1,8000,620,6 out of 8,Super Area,Virar,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4564,2022-07-02,3,15000,1500,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3284,2022-06-29,2,23000,1100,1 out of 2,Carpet Area,Gopalapuram,Chennai,Unfurnished,Bachelors,2,Contact Agent
2933,2022-06-28,2,32000,1150,1 out of 4,Super Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,2,Contact Owner
4175,2022-07-06,3,14000,1800,1 out of 2,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1852,2022-06-04,2,9000,580,Ground out of 3,Carpet Area,Visthar,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
4622,2022-06-29,2,15000,1205,3 out of 5,Super Area,"Pocharam, Hyderabad near infosys",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2105,2022-06-12,2,18000,1190,3 out of 4,Carpet Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
133,2022-07-01,1,4700,250,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
928,2022-07-06,2,77500,724,19 out of 21,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
823,2022-07-09,3,93000,1600,18 out of 27,Carpet Area,"Godrej Platinum, Vikhroli East",Mumbai,Semi-Furnished,Family,3,Contact Agent
4316,2022-07-06,2,36000,1100,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
1531,2022-06-08,2,10000,1200,Ground out of 4,Super Area,Jogupalya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1214,2022-06-04,1,30000,350,5 out of 16,Carpet Area,Prabhadevi,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
504,2022-06-06,3,40000,1600,Ground out of 3,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
1996,2022-05-22,2,8500,1000,1 out of 1,Carpet Area,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors,2,Contact Agent
3072,2022-07-08,2,11000,800,1 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1958,2022-05-27,2,15000,1110,1 out of 2,Carpet Area,Subramanyapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1384,2022-05-27,5,600000,4500,7 out of 20,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,5,Contact Agent
894,2022-06-12,1,25000,430,7 out of 21,Carpet Area,"Godrej Tranquil, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent
455,2022-05-15,2,8500,700,Ground out of 2,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
4404,2022-05-05,2,10000,1400,Ground out of 1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3709,2022-05-29,3,160000,2700,8 out of 10,Super Area,T Nagar,Chennai,Furnished,Bachelors,2,Contact Agent
4387,2022-06-25,2,12000,1000,5 out of 6,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3522,2022-05-20,2,10000,800,1 out of 3,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4134,2022-05-25,2,17000,1150,5 out of 6,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
3602,2022-07-03,2,8000,600,1 out of 2,Carpet Area,"Rajakilpakkam, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
713,2022-07-07,2,38000,650,4 out of 10,Carpet Area,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent
4186,2022-05-01,2,12000,1100,2 out of 3,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2214,2022-06-08,2,10000,600,2 out of 4,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2923,2022-05-31,4,150000,2550,3 out of 4,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
1810,2022-07-02,4,130000,4800,11 out of 19,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
3486,2022-07-06,2,30000,1100,Ground out of 4,Carpet Area,Nandanam Extension,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3141,2022-06-25,2,15000,900,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1827,2022-05-23,2,13500,700,2 out of 3,Super Area,Anantapura,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1155,2022-05-27,1,26500,450,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,Furnished,Family,2,Contact Agent
1324,2022-07-09,2,90000,777,19 out of 22,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
510,2022-06-09,2,6000,425,2 out of 3,Carpet Area,Nimta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1680,2022-05-18,3,150000,3250,2 out of 6,Carpet Area,Vasanth Nagar,Bangalore,Furnished,Bachelors/Family,4,Contact Agent
499,2022-06-21,2,10500,558,3 out of 3,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
4309,2022-07-08,2,30000,1200,2 out of 25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
1856,2022-06-23,2,24000,1105,1 out of 4,Carpet Area,"Syndicate Bank Colony, Arakere",Bangalore,Furnished,Bachelors/Family,2,Contact Agent
1388,2022-06-16,3,210000,1425,9 out of 35,Carpet Area,"The Primordial House, Kemps Corner",Mumbai,Furnished,Bachelors,4,Contact Agent
3719,2022-06-06,3,22000,1100,Ground out of 2,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2386,2022-06-08,3,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent
3236,2022-06-29,3,30000,2000,1 out of 3,Super Area,Ashok Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
1540,2022-05-04,2,15000,800,2 out of 3,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1217,2022-06-16,1,40000,415,15 out of 22,Carpet Area,"Kanakia Rainforest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2681,2022-06-18,4,35000,300,2 out of 4,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2993,2022-06-14,2,7600,700,1 out of 3,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1191,2022-05-22,2,39000,720,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1542,2022-07-06,3,45000,1680,7 out of 19,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
3301,2022-07-06,2,14000,890,2 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Family,2,Contact Owner
3324,2022-05-20,1,7000,550,Ground out of 1,Super Area,Sembakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2539,2022-05-05,3,30000,1350,1 out of 7,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3,Contact Owner
953,2022-07-01,2,36000,650,3 out of 4,Carpet Area,Tata Nagar,Mumbai,Unfurnished,Family,2,Contact Agent
732,2022-04-29,2,40000,650,Ground out of 4,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
1156,2022-06-16,2,45000,650,3 out of 7,Carpet Area,"Akruti Aneri, Marol",Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3294,2022-05-15,1,8000,700,1 out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2982,2022-06-13,2,31000,1200,3 out of 4,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2156,2022-05-23,4,75000,2000,Ground out of 2,Super Area,Hsr Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1062,2022-05-14,2,50000,650,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2616,2022-07-04,4,42000,2700,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent
1167,2022-07-06,2,45000,750,2 out of 8,Super Area,Andheri East,Mumbai,Furnished,Bachelors,2,Contact Owner
3222,2022-05-20,1,8000,320,2 out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3636,2022-07-08,2,15000,900,3 out of 4,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2938,2022-06-12,3,42000,1450,2 out of 4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
3140,2022-06-29,2,22000,800,4 out of 4,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
143,2022-05-10,2,8000,700,4 out of 4,Carpet Area,Garia Dhalua Nabapally,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
3577,2022-06-29,2,26000,1200,1 out of 3,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2782,2022-07-06,2,20000,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
717,2022-06-01,1,33000,428,7 out of 11,Carpet Area,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1819,2022-05-05,2,12000,800,1 out of 3,Super Area,"Srinagar, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2502,2022-04-29,1,7000,400,4 out of 4,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
4171,2022-04-30,1,7000,950,1 out of 5,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
395,2022-06-26,3,8500,1430,Ground out of 2,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
4592,2022-06-22,3,25000,1250,1 out of 3,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
1365,2022-06-22,2,34000,830,9 out of 21,Carpet Area,"Indraprastha CHS, Bhayandar East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4331,2022-05-03,2,7500,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
595,2022-06-24,2,210000,1000,4 out of 8,Carpet Area,Bandra West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
3952,2022-06-28,3,14000,1350,2 out of 5,Super Area,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2914,2022-06-12,2,12100,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent
2326,2022-07-05,2,15000,1200,1 out of 1,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3766,2022-05-19,3,34000,1125,8 out of 12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent
3440,2022-06-18,2,18000,1100,Ground out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3851,2022-07-02,3,25000,1146,1 out of 2,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4132,2022-07-06,2,14000,1374,2 out of 3,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4363,2022-06-18,2,10000,1030,3 out of 6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2143,2022-05-23,1,7500,500,1 out of 4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1571,2022-06-20,2,14500,850,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4079,2022-07-10,2,17000,1200,4 out of 5,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
1122,2022-07-06,4,300000,2650,14 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2786,2022-05-19,2,20000,900,2 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2967,2022-05-10,2,14000,600,3 out of 4,Super Area,"V3s East Centre, Laxmi Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2504,2022-04-29,2,9000,60,1 out of 3,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
3465,2022-07-06,1,5000,550,Ground out of 1,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
675,2022-06-30,1,32000,460,7 out of 12,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2808,2022-05-18,2,12000,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
3348,2022-05-29,1,12000,450,1 out of 2,Super Area,Mambalam West,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
728,2022-07-06,3,130000,1330,11 out of 51,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
412,2022-06-08,2,6000,900,Ground out of 3,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
3146,2022-05-16,3,34500,450,Ground out of 3,Carpet Area,Teynampet,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
1516,2022-05-10,1,7000,600,Ground out of 3,Super Area,Kacharakanahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
825,2022-06-04,2,48000,719,14 out of 20,Carpet Area,"Raheja Heights Phase 2, Gokuldham",Mumbai,Semi-Furnished,Family,2,Contact Agent
3267,2022-05-30,2,17500,650,2 out of 2,Carpet Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3974,2022-05-06,1,10500,650,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
616,2022-07-09,2,60000,760,3 out of 11,Carpet Area,"Kolte Patil Jai Vijay, New Airport Colony",Mumbai,Unfurnished,Family,2,Contact Agent
114,2022-04-28,3,15000,1600,1 out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
417,2022-06-30,1,6500,650,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1,Contact Owner
3069,2022-05-04,3,27000,1650,2 out of 2,Carpet Area,"Thillai Ganga Nagar, Nanganallur",Chennai,Semi-Furnished,Family,3,Contact Owner
1625,2022-05-27,3,18000,900,2 out of 3,Super Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
4697,2022-07-06,2,12000,1000,2 out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4185,2022-06-06,1,200000,8000,Ground out of 4,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner
2896,2022-05-23,2,10000,540,1 out of 4,Super Area,"Baljit Nagar, Patel Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
4438,2022-05-16,2,8000,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2082,2022-06-04,1,4000,250,2 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
753,2022-07-07,2,57000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2546,2022-07-06,3,16000,100,2 out of 3,Super Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
3969,2022-07-10,3,30000,1600,2 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
3373,2022-05-20,2,12000,900,Ground out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4107,2022-05-12,2,15000,1000,2 out of 4,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2444,2022-05-14,1,30000,650,3 out of 4,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
